id,created_at,updated_at,name,description,instructions,category,muscle_groups,equipment,difficulty,video_url,image_url,google_drive_file_id,video_file,thumbnail,is_system,is_active,tags,created_by_id
a8c89d8d-310f-4eb4-a7da-6653b178b08d,2025-11-30 19:47:25.452745+00,2025-12-23 12:45:35.404361+00,Remo con Mancuerna Unilateral,Remo unilateral que permite mayor rango de movimiento y correcciín de desequilibrios.,"1. Coloca una rodilla y una mano en un banco para apoyo.
2. La otra pierna queda en el suelo, ligeramente atr??s para estabilidad.
3. Agarra la mancuerna con la mano libre, brazo extendido.
4. Tira de la mancuerna hacia la cadera, llevando el codo hacia el techo.
5. Rota ligeramente el torso para maximizar la contracciín.
6. Baja controladamente sintiendo el estiramiento del dorsal.",strength,"[""dorsales"", ""romboides"", ""b??ceps""]","[""mancuerna"", ""banco""]",beginner,https://drive.google.com/file/d/1Td82CwpykTu_OKkxPJ2fTA65cjNQN1ra/preview,,1Td82CwpykTu_OKkxPJ2fTA65cjNQN1ra,,,t,t,[],
df8045fa-f3da-4dd9-9213-f2b39248c6be,2025-11-30 19:47:25.466094+00,2025-12-26 12:16:37.318739+00,Peso Muerto Unilateral en Multipower,"Peso muerto a una pierna para trabajar equilibrio, core y cadena posterior unilateralmente.","1. Col??cate frente al multipower apoyado en una sola pierna.
2. La pierna trasera puede elevarse ligeramente para equilibrio.
3. Agarra la barra y baja flexionando la cadera.
4. Mant??n la espalda recta mientras la pierna trasera se eleva.
5. Baja hasta donde la flexibilidad y equilibrio lo permitan.
6. Sube contrayendo Glúteo e isquiotibial de la pierna de apoyo.",strength,"[""isquiotibiales"", ""gl??teos"", ""core""]","[""multipower""]",advanced,https://drive.google.com/file/d/1Q2APoIQhamjj4vrRsyE6Htc8nE7-SbRX/preview,,1Q2APoIQhamjj4vrRsyE6Htc8nE7-SbRX,,,t,t,[],
fa7177d9-1243-4553-b9dc-8ca1c638ecc5,2026-01-13 15:39:00.552272+00,2026-01-13 15:39:00.552294+00,Abductor en Máquina,Ejercicio perfecto para desarrollar porciones olvidadas del Glúteo y redondearlo,"1) Siéntate en la máquina con la espalda inclinada hacia adelante bien apoyada, los pies colocados en los apoyos y las rodillas juntas al inicio. 

2) Ajusta el peso y coloca las manos en las asas para estar estable. 

3) Aprieta el abdomen y abre las piernas empujando las rodillas hacia fuera, de forma controlada. 

4) Abre hasta notar el glúteo trabajando, sin impulsos ni rebotes. 

5) Cierra las piernas despacio volviendo a la posición inicial y repite manteniendo siempre la tensión.",strength,"[""Abductor"", ""Glúteo""]","[""Máquina""]",beginner,,,,,,f,t,[],
b893027d-77c6-456f-89f3-dd205f19ffe8,2026-01-13 15:46:57.907253+00,2026-01-13 15:46:57.907268+00,Pres de Banca Inclinada con Mancuernas,Uno de los ejercicios que mejor consigues desarrollar la parte alta del pectoral,"1) Túmbate en un banco inclinado con la espalda y la cabeza bien apoyadas, el pecho erguido y los pies firmes en el suelo. 

2) Sujeta las mancuernas con los brazos estirados encima del pecho y las palmas mirando al frente. 

3) Aprieta el abdomen y baja las mancuernas despacio hacia los lados del pecho, flexionando los codos y manteniéndolos ligeramente abiertos. 

4) Cuando las mancuernas estén a la altura del pecho, empuja hacia arriba juntándolas sin chocarlas y estirando los brazos sin bloquearlos del todo. 

5) Mantén el cuerpo estable, controla el movimiento y repite.",strength,"[""Pectoral Superior"", ""Hombro Frontal"", ""Tríceps""]","[""Banco Inclinado"", ""Mancuernas""]",intermediate,,,,,,f,t,[],
e2f77e14-83e1-4455-8d9e-30f2cd47adb9,2025-11-30 19:47:25.46143+00,2025-12-23 12:45:35.37547+00,Prensa Unilateral,Prensa con una sola pierna para corregir desequilibrios y mayor activaciín.,"1. Siíntate en la prensa con la espalda bien apoyada.
2. Coloca un solo pie en el centro de la plataforma.
3. La otra pierna puede quedar extendida o cruzada.
4. Desbloquea y baja el peso flexionando la rodilla.
5. Empuja hasta extender la pierna sin bloquear.
6. Completa todas las repeticiones antes de cambiar de pierna.",strength,"[""cu??driceps"", ""gl??teos""]","[""m??quina prensa de piernas""]",intermediate,https://drive.google.com/file/d/1V9LvVQArCpRoAMhGRiqWfClDiDSkSGGf/preview,,1V9LvVQArCpRoAMhGRiqWfClDiDSkSGGf,,,t,t,[],
43926cdb-fac8-4b6a-840c-badd9ef718c2,2025-11-30 19:47:25.463779+00,2025-12-26 12:16:37.313239+00,Peso Muerto Rumano en Multipower,Variante de peso muerto enfocada en isquiotibiales y Glúteos con mayor seguridad.,"1. Col??cate en el multipower con los pies al ancho de caderas.
2. Agarra la barra con las manos al ancho de hombros.
3. Mant??n una ligera flexiín en las rodillas (no las bloquees).
4. Empuja las caderas hacia atr??s mientras bajas la barra.
5. Baja hasta sentir un buen estiramiento en los isquiotibiales.
6. Sube apretando los Glúteos y llevando las caderas hacia adelante.",strength,"[""isquiotibiales"", ""gl??teos"", ""erectores espinales""]","[""multipower""]",intermediate,https://drive.google.com/file/d/1BUmizHMeimmNKt2dc5b44VLAu42MBSut/preview,,1BUmizHMeimmNKt2dc5b44VLAu42MBSut,,,t,t,[],
142437c7-4751-49ea-aa9f-0da0fc86acfa,2025-11-30 19:47:25.46528+00,2025-12-26 12:16:37.315829+00,Peso Muerto Sumo en Multipower,Peso muerto con postura amplia que enfatiza aductores y Glúteos.,"1. Col??cate con los pies muy separados, puntas hacia afuera (45 grados).
2. Agarra la barra con las manos dentro de las piernas.
3. La espalda debe estar recta, pecho elevado.
4. Baja flexionando rodillas y caderas simult??neamente.
5. Las rodillas deben seguir la direcciín de los pies.
6. Sube empujando el suelo y apretando los Glúteos.",strength,"[""gl??teos"", ""aductores"", ""cu??driceps"", ""isquiotibiales""]","[""multipower""]",intermediate,https://drive.google.com/file/d/1JpwBpgqqeDz_WJoGj7RfTXA1y-Myb_fd/preview,,1JpwBpgqqeDz_WJoGj7RfTXA1y-Myb_fd,,,t,t,[],
1c1e629a-3a8a-4cc0-91f4-4bdb205a2902,2026-01-13 18:29:55.488728+00,2026-01-13 18:29:55.488756+00,Fondos en Máquina,Ejercicio perfecto para desarrollar tanto el pectoral como el tríceps,"1) Ajusta el asiento para que las asas queden a una altura cómoda y apoya bien la espalda en el respaldo, con los pies firmes en el suelo.

2) Agarra las asas con fuerza y activa el abdomen para estar estable. 

3) Empuja las asas hacia abajo y ligeramente hacia delante estirando los brazos, manteniendo el pecho erguido. 

4) Aprieta fuerte los tríceps un segundo abajo, sin encoger los hombros. 

5) Vuelve despacio a la posición inicial, controlando el movimiento y repite.",strength,"[""Pectoral"", ""Tríceps"", ""Hombros""]","[""Máquina""]",intermediate,,,,,,f,t,[],
ccb8ae5e-910a-4f4b-ae7c-eebd47509dc7,2025-11-30 19:47:25.476014+00,2025-12-26 12:16:37.288425+00,Clamshells,"Ejercicio de activaciín para el Glúteo medio, excelente para calentamiento o rehabilitaciín.","1. Acuústate de lado con las rodillas flexionadas a 45 grados.
2. Los pies deben estar juntos, uno sobre el otro.
3. Mant??n las caderas estables, sin rotar hacia atr??s.
4. Eleva la rodilla superior como abriendo una almeja.
5. Contrae el Glúteo en la apertura m??xima.
6. Baja controladamente y repite. Cambia de lado.",strength,"[""gl??teo medio"", ""abductores""]","[""banda el??stica (opcional)""]",beginner,https://drive.google.com/file/d/18cwIrcAFTCja-a1Rfo2yrDVCaS4orTVU/preview,,18cwIrcAFTCja-a1Rfo2yrDVCaS4orTVU,,,t,t,[],
a3e49bb6-05b7-49a6-bdad-5682d310fc13,2025-11-30 19:47:25.477013+00,2025-12-23 12:45:35.328757+00,Elevación de Talónn en Multipower,Ejercicio para desarrollar los gemelos con la estabilidad del multipower.,"1. Coloca la barra del multipower sobre los trapecios.
2. Pon las puntas de los pies en un escalónn o disco elevado.
3. Los talones deben quedar en el aire.
4. El??vate sobre las puntas de los pies lo m??s alto posible.
5. Contrae los gemelos en la parte superior.
6. Baja los talones por debajo del nivel del escalónn para estirar.",strength,"[""gemelos"", ""s??leo""]","[""multipower"", ""escal??n o disco""]",beginner,https://drive.google.com/file/d/1JFxE8ibrgPfbxhkIl-un3ELf1RRT2UKn/preview,,1JFxE8ibrgPfbxhkIl-un3ELf1RRT2UKn,,,t,t,[],
593c91c4-75b9-4217-92a0-062564eac4dd,2025-11-30 19:47:25.442894+00,2025-12-23 12:45:35.395152+00,Pull Over en Máquina,"Ejercicio de aislamiento que trabaja el dorsal y el serrato, expandiendo la caja torácica.","1. Siíntate en la máquina con la espalda bien apoyada.
2. Ajusta la altura del asiento para que los codos queden alineados con el eje de rotaciín.
3. Coloca los codos en los cojines y agarra las manijas.
4. Desde arriba, empuja hacia abajo en un arco hasta que los brazos queden cerca del torso.
5. Regresa controladamente a la posiciín inicial sintiendo el estiramiento.
6. Mant??n una ligera flexiín en los codos durante todo el movimiento.",strength,"[""dorsales"", ""serrato anterior"", ""pectorales""]","[""m??quina pullover""]",beginner,https://drive.google.com/file/d/1ooGIJSLDqluoHgC7Cfd3imxlO_nlRSF9/preview,,1ooGIJSLDqluoHgC7Cfd3imxlO_nlRSF9,,,t,t,[],
6c505e37-e908-4124-9d27-0ca42650da35,2025-11-30 19:47:25.472309+00,2025-12-26 12:16:37.301544+00,Hiperextensiones,"Ejercicio para fortalecer la cadena posterior: Glúteos, isquiotibiales y erectores.","1. Col??cate en el banco de hiperextensiones con los muslos apoyados.
2. Los pies quedan sujetos en los rodillos traseros.
3. Cruza los brazos sobre el pecho o detr??s de la cabeza.
4. Baja el torso flexionando las caderas controladamente.
5. Sube extendiendo las caderas hasta formar una lónnea recta.
6. No hiperextiendas la espalda; detente en la posiciín neutral.",strength,"[""erectores espinales"", ""gl??teos"", ""isquiotibiales""]","[""banco de hiperextensiones""]",beginner,https://drive.google.com/file/d/1K-ESh2ruKGpOXtGigF3RW57I3fwJdcc6/preview,,1K-ESh2ruKGpOXtGigF3RW57I3fwJdcc6,,,t,t,[],
cf76cddc-d49c-4bd0-948c-70ee5bfd5161,2025-11-30 19:47:25.467781+00,2025-12-26 12:16:37.305262+00,Hip Thrust en Multipower Glute Builder,El mejor ejercicio para desarrollar y fortalecer los Glúteos de forma aislada.,"1. Siíntate en el suelo con la espalda media apoyada en el banco.
2. Coloca la barra del multipower sobre la cadera (usa protector).
3. Los pies deben estar planos en el suelo, rodillas a 90 grados.
4. Empuja las caderas hacia arriba hasta que el torso quede paralelo al suelo.
5. Aprieta fuertemente los Glúteos en la posiciín superior.
6. Baja controladamente hasta que los Glúteos casi toquen el suelo.",strength,"[""gl??teos"", ""isquiotibiales""]","[""multipower"", ""banco"", ""protector de barra""]",beginner,https://drive.google.com/file/d/1cBiE2c13UET7KD_ssUps9LrPwitrvYYu/preview,,1cBiE2c13UET7KD_ssUps9LrPwitrvYYu,,,t,t,[],
31f8dca4-5f2a-47ef-89b0-34fbf4962286,2025-11-30 19:47:25.45124+00,2025-12-23 12:45:11.563239+00,Remo Alto Unilateral en Máquina,Remo unilateral enfocado en el deltoides posterior y trapecio superior.,"1. Col??cate frente a la máquina o polea a una altura media-alta.
2. Agarra la manija con una mano, el cuerpo ligeramente girado.
3. Tira hacia el hombro del mismo lado, con el codo elevado.
4. Mant??n el codo a la altura del hombro o ligeramente m??s alto.
5. Contrae el deltoides posterior y trapecio.
6. Completa un lado antes de cambiar al otro.",strength,"[""deltoides posterior"", ""trapecio"", ""romboides""]","[""m??quina de remo o polea""]",intermediate,https://drive.google.com/file/d/1od0QI-e8x0Kqt0rTz0ciK0HPvpAGkjJI/preview,,1od0QI-e8x0Kqt0rTz0ciK0HPvpAGkjJI,,,t,t,[],
f9767875-7b2a-431f-9ecb-5b7368135c41,2025-11-30 19:47:25.45799+00,2025-12-26 12:16:37.298554+00,Extensión de Tríceps en Polea Alta,Ejercicio de aislamiento clclásico para desarrollar los Tríceps.,"1. Col??cate frente a una polea alta con cuerda o barra.
2. Agarra el accesorio con ambas manos, codos flexionados a los lados.
3. Los codos deben permanecer fijos durante todo el movimiento.
4. Extiende los brazos hacia abajo, empujando hasta la extensiín completa.
5. Con cuerda: separa las manos al final para mayor contracciín.
6. Regresa controladamente sin subir los codos.",strength,"[""tr??ceps""]","[""polea alta"", ""cuerda o barra""]",beginner,https://drive.google.com/file/d/1mpn1dvmuYFSJEDOeugARxDEjN0M90rXz/preview,,1mpn1dvmuYFSJEDOeugARxDEjN0M90rXz,,,t,t,[],
b8c4284c-d14b-4bc9-8b31-2125f6e7a6fd,2025-11-30 19:47:25.464547+00,2025-12-26 12:16:37.312165+00,Peso Muerto Piernas Rígidas en Multipower,Peso muerto con piernas casi rectas para mmáximo estiramiento de isquiotibiales.,"1. Col??cate frente al multipower con los pies juntos o separados al ancho de caderas.
2. Agarra la barra con agarre al ancho de hombros.
3. Mant??n las piernas lo m??s rectas posible (m??nima flexiín de rodillas).
4. Flexiona las caderas bajando la barra por las piernas.
5. Baja hasta donde la flexibilidad lo permita sin redondear la espalda.
6. Sube contrayendo Glúteos e isquiotibiales.",strength,"[""isquiotibiales"", ""gl??teos"", ""erectores espinales""]","[""multipower""]",intermediate,https://drive.google.com/file/d/1_v0-0ENP_YgUV-_W_we-lTWuHQegOCcj/preview,,1_v0-0ENP_YgUV-_W_we-lTWuHQegOCcj,,,t,t,[],
b9c59f9d-7ca7-43a9-b6ce-dccdfc2408c7,2025-11-30 19:47:25.4692+00,2025-12-26 12:16:37.33992+00,Puente de Glúteo,Ejercicio Básico pero efectivo para activar y fortalecer los Glúteos.,"1. Acuústate boca arriba con las rodillas flexionadas.
2. Los pies deben estar planos en el suelo, cerca de los Glúteos.
3. Los brazos quedan a los lados para estabilidad.
4. Empuja las caderas hacia arriba apretando los Glúteos.
5. Forma una lónnea recta desde hombros hasta rodillas.
6. Mant??n 2-3 segundos arriba y baja controladamente.",strength,"[""gl??teos"", ""isquiotibiales""]","[""ninguno""]",beginner,https://drive.google.com/file/d/1If8M8Q7b8Aibav1NXdiOzLQzCT-NyvDI/preview,,1If8M8Q7b8Aibav1NXdiOzLQzCT-NyvDI,,,t,t,[],
a6aa6687-62c4-42e6-9152-a8366f8e607b,2025-11-30 19:47:25.469961+00,2025-12-26 12:16:37.342171+00,Puente de Glúteo con Peso,Puente de Glúteo con carga adicional para mayor resistencia y desarrollo muscular.,"1. Acuústate boca arriba con un disco o barra sobre las caderas.
2. Rodillas flexionadas, pies planos en el suelo.
3. Sujeta el peso con las manos para estabilizarlo.
4. Empuja las caderas hacia arriba contrayendo los Glúteos.
5. Eleva hasta formar una lónnea recta hombros-caderas-rodillas.
6. Baja controladamente y repite.",strength,"[""gl??teos"", ""isquiotibiales""]","[""disco"", ""barra""]",beginner,https://drive.google.com/file/d/1mdgfrUsPg64hs1MjrGcA2kY438qdlacG/preview,,1mdgfrUsPg64hs1MjrGcA2kY438qdlacG,,,t,t,[],
